url,onContentLoad,onLoad,cumCacheTransferSize,cumTransferSize,cacheTransferSize,_transferSize,cumCacheCount,cumPageEntries,cacheCount,pageEntries,cacheability,cacheOverTotal
https://roblox.com/,1038.3819999992847,1289.9529999941587,0,2021125,0,2021125,0,108,0,108,0.0,0.0
https://gmx.net/,10152.532000005245,10514.276999995112,1681273,1171824,1681273,1171824,22,123,22,123,1.4347487335982196,0.5892799999439206
https://patch.com/,347.97100000083447,455.1240000128746,0,1133090,0,1133090,0,70,0,70,0.0,0.0
https://w3school.com.cn/,1547.1539999991655,1767.1620000004768,20403,197341,20403,197341,1,21,1,21,0.10338956425679408,0.09370177823499155
https://xero.com/,1080.3110000044107,2336.015000015497,35808,3301157,35808,3301157,2,98,2,98,0.010847106029795009,0.010730708892661445
https://legit.ng/,1077.9840000122786,2362.7210000008345,144933,1284027,144933,1284027,2,308,2,308,0.11287379470992433,0.1014255122606651
https://faradars.org/,5055.125999987125,13529.59999999404,20403,2937202,20403,2937202,1,164,1,164,0.006946406818461924,0.006898487120491073
https://jkforum.net/,2039.6869999915361,4407.608999997377,295913,16666905,295913,16666905,7,156,7,156,0.017754526110276624,0.01744480191911509
https://ali213.net/,1774.9360000044107,2185.2679999917746,0,88742,0,88742,135,144,135,144,0.0,0.0
https://canadiantire.ca/,225.86499999463558,220.22499999403954,0,2108,0,2108,0,2,0,2,0.0,0.0
https://weather.gov/,368.81700000166893,532.7849999964237,0,939104,0,939104,0,56,0,56,0.0,0.0
https://fao.org/,685.5979999899864,1905.0849999934435,20403,9966691,20403,9966691,1,200,1,200,0.0020471187478371708,0.0020429366139940205
https://coolors.co/,660.1109999865294,734.7049999982119,20403,2414967,20403,2414967,1,48,1,48,0.008448562651166662,0.008377782431416993
https://easyhindityping.com/,638.7559999972582,692.4969999939203,351476,1678393,351476,1678393,28,235,28,235,0.20941221751997297,0.17315206055169077
https://easyhits4u.com/,345.2170000076294,993.9320000112057,349059,2549382,349059,2549382,5,64,5,64,0.13691906509106913,0.12042991387438971
https://espn.com.mx/,990.3879999965429,2056.716000005603,430551,4453151,430551,4453151,13,298,13,298,0.09668457233990044,0.08816078458513645
https://techsmith.com/,218.4360000193119,1234.397000014782,77563,1944238,77563,1944238,4,122,4,122,0.03989377843659058,0.03836332062354307
https://worldofwarcraft.com/,461.7530000060797,1319.152999997139,192184,4377021,192184,4377021,9,112,9,112,0.043907488677801636,0.042060708591538355
https://blackmagicdesign.com/,789.3370000123978,812.2670000046492,35322,4071913,35322,4071913,2,94,2,94,0.008674546828480864,0.008599946192511507
https://dnaindia.com/,1413.5209999978542,7271.270999982953,1321624,3493803,1321624,3493803,67,693,67,693,0.378276622923502,0.2744562424059175
https://job592.com/,3183.662000015378,4788.446000009775,0,382397,0,382397,0,21,0,21,0.0,0.0
https://akhbarona.com/,689.5300000011921,1255.8930000066757,1276540,5283454,1276540,5283454,64,543,64,543,0.24161088560627195,0.1945946901780703
https://nhk.jp/,1749.2190000116825,2756.4520000070333,0,3434439,0,3434439,0,80,0,80,0.0,0.0
https://juspay.in/,176.5569999963045,379.9560000002384,29506,1571114,29506,1571114,10,89,10,89,0.01878030493013238,0.018434106783621347
https://galatta.com/,5423.917999982834,6066.266999989748,6102368,11971007,6102368,11971007,384,1013,384,1013,0.5097622948512185,0.33764407588510725
https://utexas.edu/,368.67000000178814,1577.1689999997616,20403,2760374,20403,2760374,1,68,1,68,0.007391389717480312,0.007337157923846464
https://fanpage.it/,490.6330000013113,24930.673000007868,450199,1770855,450199,1770855,12,210,12,210,0.25422691298835876,0.20269610734363055
https://oldharper.xyz/,771.1140000075102,770.9460000097752,0,21517,0,21517,0,3,0,3,0.0,0.0
https://sushi.com/,255.56099998950958,378.75799998641014,0,2059991,0,2059991,0,28,0,28,0.0,0.0
https://im.center/,378.87900000810623,480.8610000014305,0,701055,0,701055,0,14,0,14,0.0,0.0
