url,cacheTransferSize,_transferSize,cacheCount,pageEntries,cacheability
https://tudou.com/,3073017,28722166,64,925,0.10699113012577116
https://disneyplus.com/,0,16936194,0,1039,0.0
https://igetintopc.com/,0,7677634,0,632,0.0
https://steampowered.com/,918195,91577538,9,1447,0.010026421544549495
https://zhaket.com/,918195,35804111,9,1249,0.025644960155553086
https://mcafee.com/,723943,81177044,17,1292,0.00891807541058036
https://artstation.com/,2484959,5336255,2,230,0.4656747100728882
https://saksfifthavenue.com/,0,25947,0,18,0.0
https://newsit.gr/,1737510,5779685,18,324,0.30062364990479584
https://wired.com/,20872445,71360815,133,4385,0.2924916846871774
https://soccerstreams.net/,918195,4832696,9,208,0.18999643263304788
https://freeskins.com/,3052356,13517435,72,1509,0.2258088165395284
https://officedepot.com/,33277048,36730378,397,2757,0.9059816373248323
https://shop-pro.jp/,3907542,22865800,45,1486,0.17089023782242477
https://qiniu.com/,8603669,52314681,64,1775,0.16445993429645495
https://nordaccount.com/,23819937,2733780,89,242,8.713187235256678
https://christianlouboutin.com/,709094,37803132,27,819,0.018757546332404416
https://cdn4ads.com/,0,549,0,9,0.0
https://larepublica.pe/,17779934,26178015,149,1835,0.6791933612995485
https://ittefaq.com.bd/,130777757,35817703,1144,4851,3.6512044616596437
https://ufreegames.com/,12598863,8763824,142,1078,1.437598815311672
https://akhbarona.com/,61668473,42563340,728,3900,1.4488635760257536
https://rebates.jp/,3038349,7478678,23,397,0.40626819338925946
https://shopping-charm.jp/,918195,28578188,9,3034,0.03212922386821726
https://rossmann.pl/,15631461,26060504,147,1177,0.599814224621289
https://monday.com/,78982098,32760823,174,2094,2.4108703862537273
https://expireddomains.net/,0,476664,0,36,0.0
https://argos.co.uk/,0,8943,0,9,0.0
https://brightmls.com/,928611,84046950,12,570,0.011048717413302921
https://claroshop.com/,4109259,45439766,42,1757,0.09043310214229536
https://spotify.com/,8935051,18055829,39,1170,0.4948568686599768
https://umd.edu/,31924039,55958120,41,596,0.5704987765850604
https://sci-hub.se/,0,15657420,0,117,0.0
https://postfun.com/,9015917,19921310,65,1650,0.45257651228759554
https://televisionlibre.net/,2092827,14202991,29,2183,0.14735114596636723
https://idfcfirstbank.com/,6480076,13082894,41,697,0.49530906541014547
https://novibet.gr/,23151182,34236063,152,1747,0.6762220878025607
https://evernote.com/,3690597,24632634,48,618,0.14982551196108382
https://culturagenial.com/,6691437,10469297,50,942,0.6391486457973252
https://google.com.tr/,765025,6813118,9,288,0.11228706151867618
https://telangana.gov.in/,20995616,18059194,210,1034,1.1625998369583936
https://arduino.cc/,395880,12263691,7,918,0.03228065677780042
https://yueqiumusic.com/,72777991,31330871,360,600,2.3228843845420064
https://gitter.im/,1890228,16534890,15,838,0.11431754308616507
https://elperiodico.com/,19385860,24092151,117,3741,0.8046545947682296
https://iqilu.com/,234894,123882161,13,1928,0.0018961083509029197
https://mobimart.it/,2976444,6924970,20,794,0.4298132699491839
https://sportsmansoutdoorsuperstore.com/,21674193,34330210,36,992,0.6313446087279979
https://wupfile.com/,1040417,4837785,6,306,0.21506061141617497
https://lotusmat-fr.myshopify.com/,0,584524,0,45,0.0
